    0.000000    -25.664508
    0.151249    -25.664508
    0.151249      7.301744
    0.151249    -25.664508
    0.200393    -25.664508
    0.200393      7.301744
    0.200393    -25.664508
    0.329053    -25.664508
    0.329053      7.301744
    0.329053    -25.664508
    0.457713    -25.664508
    0.457713      7.301744
    0.457713    -25.664508
    0.506857    -25.664508
    0.506857      7.301744
    0.506857    -25.664508
    0.658106    -25.664508
    0.658106      7.301744
    0.000000      7.301744
    0.000000    -25.664508
    0.000000      0.000000
    0.658106      0.000000
