    0.000000    -22.694252
    0.151249    -22.694252
    0.151249      7.150989
    0.151249    -22.694252
    0.200393    -22.694252
    0.200393      7.150989
    0.200393    -22.694252
    0.329053    -22.694252
    0.329053      7.150989
    0.329053    -22.694252
    0.457713    -22.694252
    0.457713      7.150989
    0.457713    -22.694252
    0.506857    -22.694252
    0.506857      7.150989
    0.506857    -22.694252
    0.658106    -22.694252
    0.658106      7.150989
    0.000000      7.150989
    0.000000    -22.694252
    0.000000      0.000000
    0.658106      0.000000
