    0.000000    -25.072321
    0.151249    -25.072321
    0.151249      7.255603
    0.151249    -25.072321
    0.200393    -25.072321
    0.200393      7.255603
    0.200393    -25.072321
    0.329053    -25.072321
    0.329053      7.255603
    0.329053    -25.072321
    0.457713    -25.072321
    0.457713      7.255603
    0.457713    -25.072321
    0.506857    -25.072321
    0.506857      7.255603
    0.506857    -25.072321
    0.658106    -25.072321
    0.658106      7.255603
    0.000000      7.255603
    0.000000    -25.072321
    0.000000      0.000000
    0.658106      0.000000
