    0.000000    -26.628882
    0.151249    -26.628882
    0.151249      7.218131
    0.151249    -26.628882
    0.200393    -26.628882
    0.200393      7.218131
    0.200393    -26.628882
    0.329053    -26.628882
    0.329053      7.218131
    0.329053    -26.628882
    0.457713    -26.628882
    0.457713      7.218131
    0.457713    -26.628882
    0.506857    -26.628882
    0.506857      7.218131
    0.506857    -26.628882
    0.658106    -26.628882
    0.658106      7.218131
    0.000000      7.218131
    0.000000    -26.628882
    0.000000      0.000000
    0.658106      0.000000
