    0.000000    -25.637134
    0.151249    -25.637134
    0.151249      7.320380
    0.151249    -25.637134
    0.200393    -25.637134
    0.200393      7.320380
    0.200393    -25.637134
    0.329053    -25.637134
    0.329053      7.320380
    0.329053    -25.637134
    0.457713    -25.637134
    0.457713      7.320380
    0.457713    -25.637134
    0.506857    -25.637134
    0.506857      7.320380
    0.506857    -25.637134
    0.658106    -25.637134
    0.658106      7.320380
    0.000000      7.320380
    0.000000    -25.637134
    0.000000      0.000000
    0.658106      0.000000
