    0.000000    -22.688537
    0.151249    -22.688537
    0.151249      7.141660
    0.151249    -22.688537
    0.200393    -22.688537
    0.200393      7.141660
    0.200393    -22.688537
    0.329053    -22.688537
    0.329053      7.141660
    0.329053    -22.688537
    0.457713    -22.688537
    0.457713      7.141660
    0.457713    -22.688537
    0.506857    -22.688537
    0.506857      7.141660
    0.506857    -22.688537
    0.658106    -22.688537
    0.658106      7.141660
    0.000000      7.141660
    0.000000    -22.688537
    0.000000      0.000000
    0.658106      0.000000
