    0.000000    -24.927896
    0.151249    -24.927896
    0.151249      7.250811
    0.151249    -24.927896
    0.200393    -24.927896
    0.200393      7.250811
    0.200393    -24.927896
    0.329053    -24.927896
    0.329053      7.250811
    0.329053    -24.927896
    0.457713    -24.927896
    0.457713      7.250811
    0.457713    -24.927896
    0.506857    -24.927896
    0.506857      7.250811
    0.506857    -24.927896
    0.658106    -24.927896
    0.658106      7.250811
    0.000000      7.250811
    0.000000    -24.927896
    0.000000      0.000000
    0.658106      0.000000
