    0.000000    -23.672468
    0.151249    -23.672468
    0.151249      7.251079
    0.151249    -23.672468
    0.200393    -23.672468
    0.200393      7.251079
    0.200393    -23.672468
    0.329053    -23.672468
    0.329053      7.251079
    0.329053    -23.672468
    0.457713    -23.672468
    0.457713      7.251079
    0.457713    -23.672468
    0.506857    -23.672468
    0.506857      7.251079
    0.506857    -23.672468
    0.658106    -23.672468
    0.658106      7.251079
    0.000000      7.251079
    0.000000    -23.672468
    0.000000      0.000000
    0.658106      0.000000
